English Word,Collision Count,Candidates (Pipe Separated),Action Needed
moan,2,呻吟|吟,Check Polysemy
peace,2,和平|虞,Check Polysemy
harmony,2,和谐|和声,Check Polysemy
conduct,2,品|作战,Check Polysemy
breed,2,品种|繁殖,Check Polysemy
answer,2,响应|答案,Check Polysemy
philosophy,2,哲|哲学,Check Polysemy
hum,2,哼|哼唱,Check Polysemy
consult,2,商量|请教,Check Polysemy
sip,2,啜饮|啐,Check Polysemy
gasp,2,喘息|喘气,Check Polysemy
ah,2,嗄|啊,Check Polysemy
crunch,2,嘎吱|松脆,Check Polysemy
mouth,2,嘴|口,Check Polysemy
lip,2,嘴唇|唇,Check Polysemy
organ,2,器官|机关,Check Polysemy
islam,2,回|伊斯兰教,Check Polysemy
response,2,回应|应对,Check Polysemy
recall,2,回想|回忆,Check Polysemy
team,2,团队|班,Check Polysemy
drowsy,2,困倦|困倦的,Check Polysemy
confused,2,困惑|混,Check Polysemy
solid,2,固体|确,Check Polysemy
national,2,国民|国立,Check Polysemy
place,2,地点|场,Check Polysemy
geography,2,地理|地理学,Check Polysemy
floor,2,地面|楼,Check Polysemy
space,2,场地|空间,Check Polysemy
tomb,2,坟墓|墓,Check Polysemy
slope,2,坡|斜坡,Check Polysemy
rubbish,2,垃圾|废物,Check Polysemy
model,2,型|模型,Check Polysemy
dirt,2,垢|污,Check Polysemy
culture,2,培养|文化,Check Polysemy
grow,2,增长|生长,Check Polysemy
wall,2,壁|墙,Check Polysemy
magnificent,2,壮丽|壮丽的,Check Polysemy
shell,2,壳|贝,Check Polysemy
pot,2,壶|锅,Check Polysemy
be,2,处于|系,Check Polysemy
complicated,2,复杂|繁,Check Polysemy
summer,2,夏|夏季,Check Polysemy
eve,2,夏娃|前夕,Check Polysemy
evening,2,夕|晚,Check Polysemy
morning,2,夙|晨,Check Polysemy
pluralism,2,多元|多元化,Check Polysemy
majority,2,多数|大多数,Check Polysemy
large,2,大|硕,Check Polysemy
loud,2,大声|响,Check Polysemy
dimension,2,大小|维,Check Polysemy
roughly,2,大概|大致,Check Polysemy
atmosphere,2,大气|风气,Check Polysemy
general,2,大都|将军,Check Polysemy
numerous,2,大量|众多,Check Polysemy
greatest,2,太|莫大,Check Polysemy
clip,2,夹|回形针,Check Polysemy
bizarre,2,奇异|古怪,Check Polysemy
advise,2,奉劝|劝导,Check Polysemy
strive,2,奋斗|努力,Check Polysemy
agreement,2,契约|协定,Check Polysemy
scamper,2,奔跑|雀跃,Check Polysemy
girl,2,女孩|姑娘,Check Polysemy
traitor,2,奸|叛徒,Check Polysemy
so,2,如此|那么,Check Polysemy
clever,2,妙|乖,Check Polysemy
secure,2,妥|巩,Check Polysemy
appropriate,2,妥善|相当,Check Polysemy
wife,2,妻|妻子,Check Polysemy
surname,2,姓|台,Check Polysemy
committee,2,委员会|委员,Check Polysemy
wedding,2,婚姻|婚礼,Check Polysemy
suspect,2,嫌疑犯|嫌犯,Check Polysemy
bullet,2,子弹|弹,Check Polysemy
hole,2,孔|穴,Check Polysemy
grandson,2,孙子|孙,Check Polysemy
learn,2,学习|学,Check Polysemy
who,2,孰|谁,Check Polysemy
reassure,2,安慰|慰,Check Polysemy
serene,2,安详|安祥,Check Polysemy
quiet,2,安静|幽,Check Polysemy
precious,2,宝|珍贵,Check Polysemy
experiment,2,实验|试,Check Polysemy
customer,2,客|顾客,Check Polysemy
client,2,客户|顾客,Check Polysemy
palace,2,宫殿|宫,Check Polysemy
pest,2,害虫|毒物,Check Polysemy
feast,2,宴|盛宴,Check Polysemy
banquet,2,宴会|席,Check Polysemy
furniture,2,家|家俱,Check Polysemy
close,2,密切|关闭,Check Polysemy
chill,2,寒冷|放松,Check Polysemy
examine,2,察|检查,Check Polysemy
inch,2,寸|吋,Check Polysemy
couple,2,对|情侣,Check Polysemy
contrast,2,对照|对比,Check Polysemy
shoot,2,射击|射,Check Polysemy
careful,2,小心|仔细,Check Polysemy
grove,2,小树林|树林,Check Polysemy
few,2,少数|少,Check Polysemy
try,2,尝试|设法,Check Polysemy
awkward,2,尴尬|拙,Check Polysemy
despite,2,尽管|任凭,Check Polysemy
frequent,2,尿频|频繁,Check Polysemy
stool,2,屎|凳子,Check Polysemy
reject,2,屏|拒绝,Check Polysemy
slaughter,2,屠|宰,Check Polysemy
mountain,2,山|岳,Check Polysemy
valley,2,山谷|流域,Check Polysemy
island,2,岛屿|岛,Check Polysemy
gorge,2,峡|峡谷,Check Polysemy
nest,2,巢|窝,Check Polysemy
left,2,左|左边,Check Polysemy
difference,2,差|分别,Check Polysemy
self,2,己|自己,Check Polysemy
market,2,市|市场,Check Polysemy
downtown,2,市中心|市区,Check Polysemy
account,2,帐|账,Check Polysemy
have,2,带有|具有,Check Polysemy
guide,2,带领|指引,Check Polysemy
frequently,2,常常|不时,Check Polysemy
drought,2,干旱|旱,Check Polysemy
plain,2,平原|素,Check Polysemy
average,2,平均数|平均,Check Polysemy
beam,2,平衡木|梁,Check Polysemy
tranquil,2,平静|宁静,Check Polysemy
kindergarten,2,幼稚园|幼儿园,Check Polysemy
wide,2,广|开阔,Check Polysemy
vast,2,广阔|广大,Check Polysemy
celebrate,2,庆|庆祝,Check Polysemy
sequence,2,序列|程序,Check Polysemy
should,2,应该|应当,Check Polysemy
background,2,底|背景,Check Polysemy
kitchen,2,庖|厨房,Check Polysemy
abolish,2,废除|废,Check Polysemy
hut,2,庵|茅草小屋,Check Polysemy
building,2,建筑|建筑物,Check Polysemy
construction,2,建设|施工,Check Polysemy
construct,2,建造|建构,Check Polysemy
open,2,开|通,Check Polysemy
begin,2,开始|始,Check Polysemy
lane,2,弄|巷,Check Polysemy
string,2,弦|串,Check Polysemy
compel,2,强迫|逼,Check Polysemy
manage,2,当|符合,Check Polysemy
certainly,2,当然|必,Check Polysemy
picture,2,影|拍摄,Check Polysemy
influence,2,影响|势,Check Polysemy
service,2,役|服务,Check Polysemy
that,2,彼|该,Check Polysemy
stay,2,待|逗,Check Polysemy
heart,2,心脏|心,Check Polysemy
bear,2,忍受|熊,Check Polysemy
endure,2,忍耐|禁,Check Polysemy
ponder,2,忖|思索,Check Polysemy
busy,2,忙碌|忙,Check Polysemy
loyal,2,忠诚|忠,Check Polysemy
anxiety,2,忧虑|焦急,Check Polysemy
ignore,2,忽视|忽略,Check Polysemy
blame,2,怨|斥,Check Polysemy
total,2,总计|合计,Check Polysemy
afraid,2,恐|恐怕,Check Polysemy
panic,2,恐慌|惊慌,Check Polysemy
respectful,2,恪|恭,Check Polysemy
exactly,2,恰|整,Check Polysemy
misfortune,2,患|不幸,Check Polysemy
cliff,2,悬崖|厂,Check Polysemy
heal,2,愈|愈合,Check Polysemy
meaning,2,意义|含意,Check Polysemy
unexpected,2,意想不到|意外,Check Polysemy
stupid,2,愚|笨,Check Polysemy
blank,2,愣|空,Check Polysemy
ready,2,愿意|将,Check Polysemy
hate,2,憎恨|怨恨,Check Polysemy
lazy,2,懒|懒惰,Check Polysemy
spear,2,戈|矛,Check Polysemy
adult,2,成人|大人,Check Polysemy
establish,2,成立|建成,Check Polysemy
achievement,2,成绩|事迹,Check Polysemy
mature,2,成长|成熟,Check Polysemy
or,2,或者|还是,Check Polysemy
perhaps,2,或许|也许,Check Polysemy
by,2,截至|被,Check Polysemy
room,2,房间|室,Check Polysemy
palm,2,手掌|棕,Check Polysemy
disturb,2,打扰|搔,Check Polysemy
tie,2,打结|领带,Check Polysemy
throw,2,扔|丢掉,Check Polysemy
entrust,2,托|委托,Check Polysemy
speaker,2,扬声器|议长,Check Polysemy
reverse,2,扭转|倒车,Check Polysemy
adorn,2,扮|饰,Check Polysemy
act,2,扮演|举动,Check Polysemy
pull,2,扯|扳,Check Polysemy
find,2,找到|发觉,Check Polysemy
trick,2,技巧|戏,Check Polysemy
handle,2,把|门把手,Check Polysemy
vote,2,投票|表决,Check Polysemy
surrender,2,投降|降,Check Polysemy
report,2,报告|报,Check Polysemy
resist,2,抵抗|牴,Check Polysemy
worry,2,担忧|着急,Check Polysemy
select,2,拔|选择,Check Polysemy
pluck,2,拔|采摘,Check Polysemy
drag,2,拖|拽,Check Polysemy
provoke,2,招|挑衅,Check Polysemy
crowd,2,拥|群,Check Polysemy
fist,2,拳头|拳,Check Polysemy
spell,2,拼写|咒语,Check Polysemy
accuse,2,指责|控告,Check Polysemy
fussy,2,挑剔的|罗,Check Polysemy
struggle,2,挣扎|争,Check Polysemy
crowded,2,挤|拥挤,Check Polysemy
fail,2,挫|失败,Check Polysemy
offer,2,捐助|供,Check Polysemy
seize,2,据|攫,Check Polysemy
discharge,2,排出|排放,Check Polysemy
dig,2,掘|抉,Check Polysemy
quest,2,探险|探索,Check Polysemy
approach,2,接近|来临,Check Polysemy
elect,2,推选|推举,Check Polysemy
toss,2,掷|抛,Check Polysemy
massage,2,揉|按摩,Check Polysemy
mention,2,提及|提到,Check Polysemy
proposal,2,提议|建议,Check Polysemy
insert,2,插入|插,Check Polysemy
greet,2,揖|致敬,Check Polysemy
glaze,2,搪瓷杯|糖霜,Check Polysemy
porter,2,搬运工|夫,Check Polysemy
assist,2,摄|帮助,Check Polysemy
break,2,摧|断裂,Check Polysemy
retreat,2,撤退|退,Check Polysemy
compose,2,撰|组,Check Polysemy
rub,2,擦|摩,Check Polysemy
wipe,2,擦拭|拭,Check Polysemy
fee,2,收费|费,Check Polysemy
home,2,故乡|家园,Check Polysemy
result,2,效果|成果,Check Polysemy
enemy,2,敌人|敌,Check Polysemy
sensitive,2,敏感|灵敏,Check Polysemy
education,2,教育|教学,Check Polysemy
amount,2,数量|数目,Check Polysemy
file,2,文件夾|档案,Check Polysemy
news,2,新闻|息,Check Polysemy
distribute,2,施|分发,Check Polysemy
trip,2,旅|旅游,Check Polysemy
travel,2,旅行|游,Check Polysemy
banner,2,旗|横幅,Check Polysemy
scoundrel,2,无赖|坏蛋,Check Polysemy
early,2,早|先,Check Polysemy
o'clock,2,时|点,Check Polysemy
fragile,2,易碎的|易碎,Check Polysemy
star,2,星|明星,Check Polysemy
whether,2,是否|不论,Check Polysemy
crystal,2,晶|水晶,Check Polysemy
wisdom,2,智|智慧,Check Polysemy
temporary,2,暂时|临时的,Check Polysemy
heat,2,暑|热,Check Polysemy
bent,2,曲|屈,Check Polysemy
music,2,曲子|音乐,Check Polysemy
best,2,最好的|最好,Check Polysemy
somewhat,2,有一些|稍,Check Polysemy
promote,2,有助于|振兴,Check Polysemy
sometimes,2,有时候|有时,Check Polysemy
dynasty,2,朝代|殷,Check Polysemy
hope,2,期望|望,Check Polysemy
tree,2,木|树,Check Polysemy
original,2,本来|原来,Check Polysemy
itself,2,本身|自身,Check Polysemy
method,2,术|方法,Check Polysemy
crew,2,机组人员|船员,Check Polysemy
pole,2,杆|竿,Check Polysemy
plum,2,李子|李,Check Polysemy
treaty,2,条约|合约,Check Polysemy
loose,2,松|宽松,Check Polysemy
forest,2,林|森林,Check Polysemy
fruit,2,果|水果,Check Polysemy
maple,2,枫叶|枫,Check Polysemy
seven,2,柒|七,Check Polysemy
pillar,2,柱子|柱,Check Polysemy
hedge,2,树篱|不置可否,Check Polysemy
core,2,核心|果核,Check Polysemy
simply,2,根本|简直,Check Polysemy
bridge,2,桥|梁,Check Polysemy
stem,2,梗|柯,Check Polysemy
cotton,2,棉|绵,Check Polysemy
mallet,2,槌|木槌,Check Polysemy
cage,2,樊|笼子,Check Polysemy
secondary,2,次要|副,Check Polysemy
joyful,2,欢喜|愉悦,Check Polysemy
joy,2,欣喜|禧,Check Polysemy
song,2,歌曲|歌,Check Polysemy
regular,2,正常|通常,Check Polysemy
weapon,2,武器|戎,Check Polysemy
warrior,2,武士|勇士,Check Polysemy
dangerous,2,殆|危险,Check Polysemy
colony,2,殖民地|殖民,Check Polysemy
paragraph,2,段|段落,Check Polysemy
perish,2,毁灭|去死,Check Polysemy
mother,2,母亲|娘,Check Polysemy
every,2,每隔|凡是,Check Polysemy
poison,2,毒药|毒,Check Polysemy
match,2,比赛|匹配,Check Polysemy
fur,2,毛皮|裘,Check Polysemy
forever,2,永|永远,Check Polysemy
permanent,2,永久的|恒,Check Polysemy
pond,2,池塘|池,Check Polysemy
ooze,2,汪|渗出,Check Polysemy
too,2,汰|以及,Check Polysemy
submerge,2,沉|泯,Check Polysemy
ditch,2,沟|沟渠,Check Polysemy
communicate,2,沟通|交流,Check Polysemy
upset,2,沮丧|难过,Check Polysemy
cure,2,治|治疗,Check Polysemy
divulge,2,泄|揭,Check Polysemy
judge,2,法官|判定,Check Polysemy
attention,2,注意|注意力,Check Polysemy
safe,2,泰|安全,Check Polysemy
cleanse,2,洁净|淘,Check Polysemy
bathe,2,洗澡|沐,Check Polysemy
cave,2,洞|洞穴,Check Polysemy
flood,2,洪水|洪,Check Polysemy
continent,2,洲|大陆,Check Polysemy
alive,2,活|活着的,Check Polysemy
lively,2,活泼|热闹,Check Polysemy
send,2,派遣|派出,Check Polysemy
rate,2,流量|率,Check Polysemy
side,2,测|边,Check Polysemy
measure,2,测量|措施,Check Polysemy
aid,2,济|协助,Check Polysemy
bath,2,浴|澡,Check Polysemy
ocean,2,海洋|海,Check Polysemy
mix,2,混合|掺,Check Polysemy
fisherman,2,渔|渔民,Check Polysemy
march,2,游行|三月,Check Polysemy
spill,2,溢出|洒,Check Polysemy
nourish,2,滋|育,Check Polysemy
slip,2,滑倒|溜走,Check Polysemy
beach,2,滩|海滩,Check Polysemy
paint,2,漆|画图,Check Polysemy
funnel,2,漏|漏斗,Check Polysemy
play,2,演出|抹,Check Polysemy
free,2,漫|免费,Check Polysemy
tide,2,潮|潮汐,Check Polysemy
passion,2,激情|热情,Check Polysemy
teach,2,灌输|教,Check Polysemy
fire,2,火|火力,Check Polysemy
extinguish,2,灭|灭绝,Check Polysemy
flexible,2,灵活|机动,Check Polysemy
victim,2,灾民|被害人,Check Polysemy
annoying,2,烦人|恼火,Check Polysemy
hot,2,烫|辣,Check Polysemy
where,2,焉|哪里,Check Polysemy
anxious,2,焦虑|担心,Check Polysemy
burn,2,燃|焚,Check Polysemy
blast,2,爆炸|吹,Check Polysemy
explosion,2,爆炸|轰,Check Polysemy
interest,2,爱好|兴趣,Check Polysemy
plaque,2,牌匾|萬世師表,Check Polysemy
shepherd,2,牧羊人|牧,Check Polysemy
calf,2,犊|小牛,Check Polysemy
dog,2,犬|狗,Check Polysemy
crime,2,犯罪|辜,Check Polysemy
state,2,状态|州,Check Polysemy
ruthless,2,狠|酷,Check Polysemy
prison,2,狱|监狱,Check Polysemy
king,2,王|辟,Check Polysemy
nine,2,玖|九,Check Polysemy
bracelet,2,环|钏,Check Polysemy
glass,2,玻璃|玻,Check Polysemy
treasure,2,珍|珍惜,Check Polysemy
porcelain,2,瓷器|瓷,Check Polysemy
tile,2,瓷砖|瓦,Check Polysemy
sweet,2,甜|甘,Check Polysemy
manufacture,2,生产|制造,Check Polysemy
organism,2,生物|有机体,Check Polysemy
livelihood,2,生计|谋生,Check Polysemy
fling,2,甩|投掷,Check Polysemy
electric,2,电|电气,Check Polysemy
appliance,2,电器|用具,Check Polysemy
smooth,2,畅|润,Check Polysemy
neglect,2,疏忽|忽视,Check Polysemy
scar,2,疤痕|疤,Check Polysemy
patient,2,病人|患者,Check Polysemy
ache,2,痛|疼,Check Polysemy
abhor,2,痛恨|嫌恶,Check Polysemy
paralyzed,2,瘫|瘫痪,Check Polysemy
daytime,2,白天|昼,Check Polysemy
idiot,2,白痴|傻瓜,Check Polysemy
legend,2,白蛇传说|神话,Check Polysemy
hundred,2,百|佰,Check Polysemy
leather,2,皮革|皮,Check Polysemy
basin,2,盆|盆地,Check Polysemy
armor,2,盔甲|甲,Check Polysemy
tray,2,盘子|托盘,Check Polysemy
destination,2,目的地|北京南站,Check Polysemy
opposite,2,相反|对面,Check Polysemy
equal,2,相等|均,Check Polysemy
frugal,2,省|节约,Check Polysemy
eyebrow,2,眉|眉毛,Check Polysemy
think,2,看|思考,Check Polysemy
apparently,2,看来|似乎,Check Polysemy
now,2,眼前|此时,Check Polysemy
observe,2,睹|观察,Check Polysemy
tower,2,矗立|塔,Check Polysemy
arrow,2,矢|箭,Check Polysemy
famous,2,知名|有名,Check Polysemy
intellectual,2,知识分子|知识,Check Polysemy
short,2,矮|矬,Check Polysemy
oil,2,石油|油,Check Polysemy
study,2,研|读书,Check Polysemy
broken,2,破|折,Check Polysemy
smash,2,砸|砸碎,Check Polysemy
carbon,2,碳|炭,Check Polysemy
week,2,礼拜|星期,Check Polysemy
gown,2,礼服|袍,Check Polysemy
gift,2,礼物|礼,Check Polysemy
ancestor,2,祖|祖先,Check Polysemy
happiness,2,福|喜,Check Polysemy
exit,2,离去|出口,Check Polysemy
personal,2,私|亲身,Check Polysemy
private,2,私有|私人,Check Polysemy
bald,2,秃|兀,Check Polysemy
autumn,2,秋|秋季,Check Polysemy
department,2,科系|部门,Check Polysemy
poor,2,穷人|贫,Check Polysemy
prominent,2,突出|显,Check Polysemy
sudden,2,突然|暴,Check Polysemy
competition,2,竞争|赛,Check Polysemy
race,2,竞赛|族,Check Polysemy
laugh,2,笑|嘻,Check Polysemy
fool,2,笨蛋|傻瓜,Check Polysemy
second,2,第二|秒,Check Polysemy
basket,2,笼|篮,Check Polysemy
muscle,2,筋|肌肉,Check Polysemy
plot,2,策划|策略,Check Polysemy
category,2,类别|范畴,Check Polysemy
manure,2,粪|肥料,Check Polysemy
cake,2,糕|蛋糕,Check Polysemy
pastry,2,糕点|点心,Check Polysemy
horrid,2,糟糕|可怕的,Check Polysemy
accumulate,2,累计|积累,Check Polysemy
weigh,2,约|称重,Check Polysemy
appointment,2,约会|预约,Check Polysemy
about,2,约莫|关于,Check Polysemy
paper,2,纸|论文,Check Polysemy
organization,2,组织|机构,Check Polysemy
fine,2,细|罚款,Check Polysemy
weave,2,织|编,Check Polysemy
experience,2,经历|经验,Check Polysemy
trade,2,经贸|贸易,Check Polysemy
process,2,经过|过程,Check Polysemy
kidnap,2,绑架|拐,Check Polysemy
to,2,给|到,Check Polysemy
jar,2,缸|罐子,Check Polysemy
tin,2,罐头|锡,Check Polysemy
sorrow,2,罹|哀,Check Polysemy
virtue,2,美德|德,Check Polysemy
shy,2,羞|害羞,Check Polysemy
humiliating,2,羞辱|屈辱,Check Polysemy
feather,2,羽毛|羽,Check Polysemy
consider,2,考量|以为,Check Polysemy
ear,2,耳朵|耳,Check Polysemy
shame,2,耻|羞耻,Check Polysemy
listen,2,聆听|听,Check Polysemy
engage,2,聘请|聘,Check Polysemy
four,2,肆|四,Check Polysemy
elbow,2,肘|肘部,Check Polysemy
belly,2,肚子|肚,Check Polysemy
stock market,2,股票市场|股市,Check Polysemy
skin,2,肤|皮肤,Check Polysemy
coerce,2,胁迫|挟,Check Polysemy
courage,2,胆|勇气,Check Polysemy
victory,2,胜利|捷,Check Polysemy
dirty,2,脏|肮脏,Check Polysemy
mind,2,脑海|怀,Check Polysemy
heel,2,脚后跟|跟,Check Polysemy
decay,2,腐烂|腐,Check Polysemy
wrist,2,腕|手腕,Check Polysemy
waist,2,腰部|腰,Check Polysemy
knee,2,膝|膝盖,Check Polysemy
butt,2,臀|屁股,Check Polysemy
arrive,2,至|抵达,Check Polysemy
least,2,至少|最少,Check Polysemy
relax,2,舒|弛,Check Polysemy
boat,2,舟|航,Check Polysemy
aviation,2,航空|飞行,Check Polysemy
flower,2,花|花儿,Check Polysemy
garden,2,花园|园,Check Polysemy
wreath,2,花圈|花环,Check Polysemy
hero,2,英雄|杰,Check Polysemy
pattern,2,范|图案,Check Polysemy
lawn,2,草坪|草地,Check Polysemy
dish,2,菜肴|菜,Check Polysemy
sprout,2,萌芽|苗,Check Polysemy
camp,2,营地|露营,Check Polysemy
deceive,2,蒙|哄,Check Polysemy
blue,2,蓝|碧,Check Polysemy
banana,2,蕉|芭,Check Polysemy
fuel,2,薪|燃料,Check Polysemy
store,2,藏|商店,Check Polysemy
insect,2,虫|昆虫,Check Polysemy
although,2,虽|虽然,Check Polysemy
bean,2,蚕豆|豆,Check Polysemy
flea,2,蚤|跳蚤,Check Polysemy
candle,2,蜡|烛,Check Polysemy
butterfly,2,蝶|蝴蝶,Check Polysemy
screw,2,螺旋|螺丝,Check Polysemy
blunt,2,蠢|钝,Check Polysemy
profession,2,行|职业,Check Polysemy
action,2,行为|作用,Check Polysemy
operation,2,行动|手术,Check Polysemy
street,2,街|街道,Check Polysemy
compensate,2,补偿|赔偿,Check Polysemy
additional,2,补充|另外,Check Polysemy
sleeve,2,袖子|袖,Check Polysemy
cut,2,裁|创,Check Polysemy
adornment,2,装|妆,Check Polysemy
request,2,要求|请求,Check Polysemy
opinion,2,见解|意见,Check Polysemy
meet,2,见面|遇见,Check Polysemy
angle,2,角度|角,Check Polysemy
resolve,2,解决|分解,Check Polysemy
settle,2,解决|安顿,Check Polysemy
police,2,警察|警方,Check Polysemy
calculate,2,计算|亿,Check Polysemy
recognize,2,认出|承认,Check Polysemy
ridicule,2,讥|嘲,Check Polysemy
disgusting,2,讨厌|厌恶,Check Polysemy
permit,2,让|容许,Check Polysemy
drill,2,训练|电钻,Check Polysemy
inquire,2,访|询,Check Polysemy
confirm,2,证实|确认,Check Polysemy
proof,2,证明|凭,Check Polysemy
detailed,2,详|详细,Check Polysemy
language,2,语言|文,Check Polysemy
explanation,2,说明|解释,Check Polysemy
statement,2,说法|发言,Check Polysemy
comma,2,读|逗号,Check Polysemy
classroom,2,课堂|教室,Check Polysemy
course,2,课程|轨,Check Polysemy
mode,2,调|模式,Check Polysemy
cereal,2,谷物早餐|禾,Check Polysemy
hog,2,豕|猪,Check Polysemy
symbol,2,象征|符号,Check Polysemy
chess,2,象棋|棋,Check Polysemy
bell,2,贝尔|铃,Check Polysemy
scold,2,责骂|骂,Check Polysemy
greedy,2,贪婪|贪,Check Polysemy
pierce,2,贯|穿,Check Polysemy
implement,2,贯彻|器具,Check Polysemy
expensive,2,贵|昂贵,Check Polysemy
confer,2,赐|颁给,Check Polysemy
win,2,赢得|赢,Check Polysemy
hurriedly,2,赶紧|匆匆,Check Polysemy
overtake,2,超|超车,Check Polysemy
interesting,2,趣|有趣,Check Polysemy
distance,2,距离|距,Check Polysemy
stamp,2,踩|印,Check Polysemy
waddle,2,蹒跚|跩,Check Polysemy
ID card,2,身分证|身份证,Check Polysemy
height,2,身高|高度,Check Polysemy
dodge,2,躲避|闪避,Check Polysemy
car,2,车|汽车,Check Polysemy
station,2,车站|站,Check Polysemy
transfer,2,转让|转送,Check Polysemy
soft,2,软|柔,Check Polysemy
resign,2,辞职|辞,Check Polysemy
rim,2,边缘|杯子的边缘,Check Polysemy
attain,2,达|高达,Check Polysemy
excessively,2,过于|过,Check Polysemy
past,2,过去|往,Check Polysemy
recently,2,近日|近来,Check Polysemy
remote,2,远程|偏远,Check Polysemy
illegal,2,违法|非法,Check Polysemy
chain,2,连锁|链条,Check Polysemy
urgent,2,迫切|紧急,Check Polysemy
deliver,2,送交|接生,Check Polysemy
suit,2,适应|西装,Check Polysemy
through,2,透过|通过,Check Polysemy
road,2,道路|路,Check Polysemy
distant,2,遥|遥远的,Check Polysemy
there,2,那里|那儿,Check Polysemy
evil,2,邪恶|恶,Check Polysemy
gloomy,2,郁闷|阴沉,Check Polysemy
pick,2,采摘|掐,Check Polysemy
metal,2,金属|金,Check Polysemy
money,2,钞|财,Check Polysemy
entice,2,钩|诱,Check Polysemy
sharp,2,锋利|激,Check Polysemy
pound,2,锤击|捣,Check Polysemy
length,2,长度|长,Check Polysemy
peep,2,阚|窥,Check Polysemy
class,2,阶级|等,Check Polysemy
flatter,2,阿|媚,Check Polysemy
six,2,陆|六,Check Polysemy
arrange,2,陈|整理,Check Polysemy
low,2,陋|低,Check Polysemy
precipitation,2,降雨|降水,Check Polysemy
trap,2,陷|陷阱,Check Polysemy
rumble,2,隆隆声|咕咕叫,Check Polysemy
unbearable,2,难以忍受|难以忍受的,Check Polysemy
incredible,2,难以置信|难以置信的,Check Polysemy
seldom,2,难得|很少,Check Polysemy
concentrate,2,集中|浓缩,Check Polysemy
thunder,2,雷|砰,Check Polysemy
necessity,2,需|必要性,Check Polysemy
dew,2,露珠|露,Check Polysemy
green,2,青|绿,Check Polysemy
vein,2,静脉|血管,Check Polysemy
fade,2,面|褪,Check Polysemy
confront,2,面对|对抗,Check Polysemy
sound,2,音|声,Check Polysemy
item,2,项|条,Check Polysemy
conveniently,2,顺便|随手,Check Polysemy
preparation,2,预备|准备,Check Polysemy
expect,2,预期|期待,Check Polysemy
forecast,2,预测|预报,Check Polysemy
predict,2,预测|预计,Check Polysemy
frequency,2,频率|频,Check Polysemy
volume,2,额|体积,Check Polysemy
scenery,2,风景|景点,Check Polysemy
storm,2,风暴|暴风雨,Check Polysemy
food,2,饭|食物,Check Polysemy
restaurant,2,饭店|餐馆,Check Polysemy
satisfied,2,饱|满意,Check Polysemy
hungry,2,饿|饥,Check Polysemy
highway,2,高速公路|冲,Check Polysemy
wheat,2,麦|小麦,Check Polysemy
silent,2,默|无声,Check Polysemy
